Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dengue, skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dengue, skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Typhoid, chills, vomiting, fatigue, high_fever, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, diarrhoea, toxic_look_(typhos), belly_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, toxic_look_(typhos), belly_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, belly_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Typhoid, chills, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
hepatitis A, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
hepatitis A, joint_pain, vomiting, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, mild_fever, yellowing_of_eyes, muscle_pain, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis B,itching, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis B,itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis B,itching, fatigue, lethargy, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, abdominal_pain, yellowing_of_eyes, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, coma, stomach_bleeding, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption, fluid_overload, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, fluid_overload, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum, muscle_pain
Tuberculosis, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Tuberculosis, chills, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Tuberculosis, chills, vomiting, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Tuberculosis, chills, vomiting, fatigue, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Tuberculosis, chills, vomiting, fatigue, weight_loss, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain
Common Cold, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, muscle_pain
Common Cold, continuous_sneezing, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, muscle_pain
Common Cold, continuous_sneezing, chills, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, muscle_pain
Common Cold, continuous_sneezing, chills, fatigue, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, muscle_pain
Common Cold, continuous_sneezing, chills, fatigue, cough, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, muscle_pain
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, muscle_pain
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, muscle_pain
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, muscle_pain
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, chest_pain, fast_heart_rate, rusty_sputum, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Pneumonia, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Pneumonia, chills, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Pneumonia, chills, fatigue, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Pneumonia, chills, fatigue, cough, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Pneumonia, chills, fatigue, cough, high_fever, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, phlegm, chest_pain, fast_heart_rate, rusty_sputum, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Heart attack, breathlessness, sweating, chest_pain, high_fever, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Heart attack, vomiting, sweating, chest_pain, high_fever, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Heart attack, vomiting, breathlessness, chest_pain, high_fever, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Heart attack, vomiting, breathlessness, sweating, high_fever, headache, nausea, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Varicose veins, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Varicose veins, fatigue, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Varicose veins, fatigue, cramps, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Varicose veins, fatigue, cramps, bruising, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Varicose veins, fatigue, cramps, bruising, obesity, swollen_blood_vessels, prominent_veins_on_calf, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, prominent_veins_on_calf, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, abdominal_pain, loss_of_appetite, malaise, yellowing_of_eyes, coma, malaise, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation, congestion, chest_pain, blood_in_sputum, muscle_pain, muscle_pain
